event_id,timestamp,region,state,plant_id,generation_type,plant_capacity_mw,scheduled_mw,actual_mw,curtailed_mw,deviation_mw,dispatcher_remark,true_cause_label,is_synthetic,source_document_id,predicted_cause,confidence_score,pipeline_status,validation_status
EVT-2026-1380,2026-07-02 21:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,243.1,198.5,44.6,44.6,"System frequency surge (50.13 Hz), active power curtailment executed",High Frequency,True,DOC-20260702-TA,High Frequency,0.901,classified,confirmed
EVT-2026-1381,2026-08-01 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,395.0,346.3,48.7,48.7,Transmission line constraint at Khavda 400kV corridor,Transmission Constraint,True,DOC-20260801-AN,Transmission Constraint,0.875,classified,confirmed
EVT-2026-1382,2026-07-07 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,325.0,263.4,61.6,61.6,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260707-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1383,2026-06-25 16:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,338.9,250.3,88.6,88.6,Reactive power compensation constraint at Khavda grid,Grid Security,True,DOC-20260625-KA,Grid Security,0.871,classified,confirmed
EVT-2026-1384,2026-08-12 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,459.4,388.0,71.4,71.4,Emergency backing down to prevent grid failure at Kurnool,Grid Security,True,DOC-20260812-MA,Grid Security,0.843,classified,confirmed
EVT-2026-1385,2026-07-27 14:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,308.9,258.2,50.7,50.7,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260727-GU,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1386,2026-06-20 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,344.6,273.7,70.9,53.3,"System frequency surge (50.08 Hz), active power curtailment executed",High Frequency,True,DOC-20260620-AN,High Frequency,0.91,classified,mismatch
EVT-2026-1387,2026-06-19 18:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,379.0,349.2,29.8,29.8,Reactive power compensation constraint at Rewa grid,Grid Security,True,DOC-20260619-MA,Grid Security,0.863,classified,confirmed
EVT-2026-1388,2026-08-06 09:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,327.6,223.5,104.1,104.1,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260806-GU,Grid Security,0.885,classified,confirmed
EVT-2026-1389,2026-07-19 03:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,241.9,160.5,81.4,81.4,Line loading exceeded thermal capacity limit at Kurnool,Transmission Constraint,True,DOC-20260719-GU,Transmission Constraint,0.891,classified,confirmed
EVT-2026-1390,2026-07-02 17:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,395.9,252.7,143.2,143.2,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260702-KA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1391,2026-06-26 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,380.9,234.4,146.5,146.5,Over-frequency condition (50.09 Hz) detected across regional grid,High Frequency,True,DOC-20260626-KA,High Frequency,0.893,classified,confirmed
EVT-2026-1392,2026-08-11 06:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,369.5,347.7,21.8,21.8,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260811-TA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1393,2026-07-15 13:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,265.2,164.7,100.5,100.5,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260715-GU,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1394,2026-06-30 08:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,434.8,278.7,156.1,156.1,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260630-KA,High Frequency,0.892,classified,confirmed
EVT-2026-1395,2026-08-04 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,410.5,386.4,24.1,24.1,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260804-KA,Grid Security,0.885,classified,confirmed
EVT-2026-1396,2026-07-22 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,413.3,396.5,16.8,16.8,"Frequency higher than statutory limit (50.12 Hz), RE reduction mandated",High Frequency,True,DOC-20260722-AN,High Frequency,0.886,classified,confirmed
EVT-2026-1397,2026-08-01 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,249.5,178.1,71.4,71.4,Grid security alert: voltage instability detected at Kayathar,Grid Security,True,DOC-20260801-TA,Grid Security,0.863,classified,confirmed
EVT-2026-1398,2026-07-11 12:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,893.9,687.2,206.7,206.7,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260711-RA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1399,2026-08-09 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,527.7,368.5,159.2,159.2,Transmission line constraint at Bhuj 400kV corridor,Transmission Constraint,True,DOC-20260809-RA,Transmission Constraint,0.859,classified,confirmed
EVT-2026-1400,2026-06-01 06:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,527.1,318.9,208.2,208.2,Emergency backing down to prevent grid failure at Bhadla,Grid Security,True,DOC-20260601-KA,Grid Security,0.829,classified,confirmed
EVT-2026-1401,2026-07-17 13:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,499.7,417.6,82.1,82.1,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260717-KA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1402,2026-06-10 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,464.8,359.2,105.6,92.5,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260610-TA,Maintenance / Outage,0.891,classified,mismatch
EVT-2026-1403,2026-06-05 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,292.6,210.5,82.1,82.1,Emergency backing down to prevent grid failure at Khavda,Grid Security,True,DOC-20260605-AN,Grid Security,0.843,classified,confirmed
EVT-2026-1404,2026-06-10 18:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,361.3,303.7,57.6,57.6,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260610-KA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1405,2026-06-21 05:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,358.0,303.2,54.8,54.8,Line loading exceeded thermal capacity limit at Bhuj,Transmission Constraint,True,DOC-20260621-GU,Transmission Constraint,0.882,classified,confirmed
EVT-2026-1406,2026-07-01 12:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,219.9,168.1,51.8,51.8,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260701-AN,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1407,2026-08-17 06:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,353.9,239.9,114.0,130.1,Line loading exceeded thermal capacity limit at Khavda,Transmission Constraint,True,DOC-20260817-MA,Transmission Constraint,0.887,classified,mismatch
EVT-2026-1408,2026-06-25 09:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,593.2,522.8,70.4,70.4,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260625-RA,Grid Security,0.885,classified,confirmed
EVT-2026-1409,2026-07-19 09:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,291.0,206.7,84.3,84.3,"Frequency higher than statutory limit (50.07 Hz), RE reduction mandated",High Frequency,True,DOC-20260719-TA,High Frequency,0.903,classified,confirmed
EVT-2026-1410,2026-08-01 03:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,208.1,191.9,16.2,20.2,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260801-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1411,2026-06-26 20:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,267.1,206.4,60.7,60.7,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260626-TA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1412,2026-07-31 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,408.1,315.5,92.6,59.6,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260731-MA,Commercial / Discom Request,0.898,classified,mismatch
EVT-2026-1413,2026-06-13 13:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,233.8,188.4,45.4,45.4,Substation maintenance work scheduled at Kurnool,Maintenance / Outage,True,DOC-20260613-TA,Maintenance / Outage,0.868,classified,confirmed
EVT-2026-1414,2026-08-18 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,394.1,270.0,124.1,124.1,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260818-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1415,2026-07-31 13:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,200.8,168.7,32.1,32.1,Reactive power compensation constraint at Kurnool grid,Grid Security,True,DOC-20260731-TA,Grid Security,0.863,classified,confirmed
EVT-2026-1416,2026-07-11 20:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,371.2,262.2,109.0,109.0,"Frequency higher than statutory limit (50.07 Hz), RE reduction mandated",High Frequency,True,DOC-20260711-GU,High Frequency,0.903,classified,confirmed
EVT-2026-1417,2026-06-13 09:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,204.5,144.7,59.8,82.4,Transmission congestion on Kayathar to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260613-MA,Transmission Constraint,0.834,classified,mismatch
EVT-2026-1418,2026-06-03 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,903.9,629.8,274.1,274.1,Reactive power compensation constraint at Bhadla grid,Grid Security,True,DOC-20260603-RA,Grid Security,0.881,classified,confirmed
EVT-2026-1419,2026-06-13 22:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,296.4,225.8,70.6,70.6,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260613-TA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1420,2026-06-14 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,321.2,212.0,109.2,109.2,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260614-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1421,2026-07-25 16:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,750.1,489.5,260.6,260.6,Bay maintenance shutdown at Tuticorin RE pooling station,Maintenance / Outage,True,DOC-20260725-RA,Maintenance / Outage,0.894,classified,confirmed
EVT-2026-1422,2026-07-20 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,533.3,501.1,32.2,32.2,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260720-KA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1423,2026-08-15 11:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,313.7,272.9,40.8,40.8,Emergency backing down to prevent grid failure at Bhuj,Grid Security,True,DOC-20260815-TA,Grid Security,0.824,classified,confirmed
EVT-2026-1424,2026-06-29 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,298.4,215.7,82.7,82.7,Reactive power compensation constraint at Rewa grid,Grid Security,True,DOC-20260629-AN,Grid Security,0.863,classified,confirmed
EVT-2026-1425,2026-07-28 06:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,178.9,120.7,58.2,58.2,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260728-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1426,2026-06-28 18:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,456.4,294.5,161.9,161.9,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260628-RA,High Frequency,0.892,classified,confirmed
EVT-2026-1427,2026-07-31 09:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,254.6,158.7,95.9,95.9,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260731-AN,Grid Security,0.888,classified,confirmed
EVT-2026-1428,2026-07-11 07:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,254.1,161.9,92.2,81.6,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260711-TA,Commercial / Discom Request,0.898,classified,mismatch
EVT-2026-1429,2026-07-06 11:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,505.4,349.2,156.2,156.2,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260706-RA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1430,2026-07-07 02:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,236.8,143.2,93.6,93.6,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260707-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1431,2026-07-23 10:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,228.0,172.3,55.7,55.7,Line loading exceeded thermal capacity limit at Bhuj,Transmission Constraint,True,DOC-20260723-TA,Transmission Constraint,0.882,classified,confirmed
EVT-2026-1432,2026-08-15 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,648.0,513.0,135.0,135.0,Transmission congestion on Bhadla to Kurnool 765kV line,Transmission Constraint,True,DOC-20260815-RA,Transmission Constraint,0.86,classified,confirmed
EVT-2026-1433,2026-07-08 22:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,244.6,215.5,29.1,29.1,Transmission congestion on Bhadla to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260708-GU,Transmission Constraint,0.859,classified,confirmed
EVT-2026-1434,2026-06-25 20:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,253.9,215.8,38.1,37.7,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260625-GU,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1435,2026-08-09 02:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,186.4,170.6,15.8,15.8,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260809-TA,Grid Security,0.87,classified,confirmed
EVT-2026-1436,2026-06-19 13:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,245.1,199.3,45.8,45.8,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260619-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1437,2026-08-03 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,529.8,470.0,59.8,59.8,Transmission congestion on Pavagada to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260803-KA,Transmission Constraint,0.829,classified,confirmed
EVT-2026-1438,2026-06-15 21:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,303.5,199.0,104.5,104.5,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260615-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1439,2026-07-08 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,324.2,286.3,37.9,37.9,"Frequency higher than statutory limit (50.15 Hz), RE reduction mandated",High Frequency,True,DOC-20260708-AN,High Frequency,0.87,classified,confirmed
EVT-2026-1440,2026-08-15 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,864.4,779.0,85.4,85.4,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260815-RA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1441,2026-08-02 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,464.3,306.9,157.4,157.4,Reactive power compensation constraint at Pavagada grid,Grid Security,True,DOC-20260802-TA,Grid Security,0.859,classified,confirmed
EVT-2026-1442,2026-06-07 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,753.9,640.8,113.1,113.1,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260607-RA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1443,2026-07-03 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,706.8,553.9,152.9,152.9,Bay maintenance shutdown at Bhuj RE pooling station,Maintenance / Outage,True,DOC-20260703-RA,Maintenance / Outage,0.892,classified,confirmed
EVT-2026-1444,2026-07-28 08:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,575.4,450.2,125.2,144.2,"System frequency surge (50.06 Hz), active power curtailment executed",High Frequency,True,DOC-20260728-RA,High Frequency,0.891,classified,mismatch
EVT-2026-1445,2026-08-18 15:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,642.4,430.1,212.3,242.7,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260818-RA,Transmission Constraint,0.901,classified,mismatch
EVT-2026-1446,2026-08-06 12:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,255.5,189.7,65.8,65.8,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260806-AN,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1447,2026-07-09 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,304.9,202.3,102.6,102.6,Grid security alert: voltage instability detected at Khavda,Grid Security,True,DOC-20260709-MA,Grid Security,0.868,classified,confirmed
EVT-2026-1448,2026-06-25 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,712.9,676.2,36.7,36.7,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260625-RA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1449,2026-08-04 07:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,535.5,416.1,119.4,120.6,Grid security alert: voltage instability detected at Tuticorin,Grid Security,True,DOC-20260804-KA,Grid Security,0.866,classified,confirmed
EVT-2026-1450,2026-08-03 07:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,198.4,164.2,34.2,34.2,Reactive power compensation constraint at Tuticorin grid,Grid Security,True,DOC-20260803-TA,Grid Security,0.886,classified,confirmed
EVT-2026-1451,2026-08-05 06:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,222.1,173.0,49.1,49.1,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260805-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1452,2026-07-07 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,213.1,169.1,44.0,44.0,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260707-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1453,2026-06-28 11:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,366.8,341.1,25.7,26.5,Commercial backing down order from state DISCOM (Gurowvnl),Commercial / Discom Request,True,DOC-20260628-AN,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1454,2026-07-06 12:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,456.6,298.3,158.3,158.3,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260706-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1455,2026-08-07 20:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,224.6,137.7,86.9,86.9,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260807-GU,High Frequency,0.892,classified,confirmed
EVT-2026-1456,2026-06-14 13:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,300.8,280.8,20.0,20.0,"High frequency in grid (50.1 Hz), backing down instructed by WRLDC",High Frequency,True,DOC-20260614-GU,High Frequency,0.873,classified,confirmed
EVT-2026-1457,2026-08-09 17:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,240.0,192.9,47.1,47.1,Bay maintenance shutdown at Rewa RE pooling station,Maintenance / Outage,True,DOC-20260809-GU,Maintenance / Outage,0.88,classified,confirmed
EVT-2026-1458,2026-07-24 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,230.4,172.1,58.3,58.3,Reactive power compensation constraint at Pavagada grid,Grid Security,True,DOC-20260724-AN,Grid Security,0.859,classified,confirmed
EVT-2026-1459,2026-07-04 22:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,182.5,153.8,28.7,23.1,Grid security alert: voltage instability detected at Khavda,Grid Security,True,DOC-20260704-TA,Grid Security,0.868,classified,mismatch
EVT-2026-1460,2026-07-12 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,215.2,198.6,16.6,16.6,Grid security alert: voltage instability detected at Bhuj,Grid Security,True,DOC-20260712-AN,Grid Security,0.856,classified,confirmed
EVT-2026-1461,2026-06-09 06:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,198.5,124.5,74.0,74.0,Emergency backing down to prevent grid failure at Muppandal,Grid Security,True,DOC-20260609-AN,Grid Security,0.863,classified,confirmed
EVT-2026-1462,2026-08-05 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,188.2,159.0,29.2,29.2,System security constraint enforced by SRLDC dispatcher,Grid Security,True,DOC-20260805-AN,Grid Security,0.87,classified,confirmed
EVT-2026-1463,2026-07-14 17:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,408.3,268.1,140.2,125.8,Reactive power compensation constraint at Kurnool grid,Grid Security,True,DOC-20260714-AN,Grid Security,0.863,classified,mismatch
EVT-2026-1464,2026-08-12 08:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,879.8,608.1,271.7,271.7,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260812-RA,High Frequency,0.892,classified,confirmed
EVT-2026-1465,2026-08-14 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,694.6,609.6,85.0,85.0,System security constraint enforced by WRLDC dispatcher,Grid Security,True,DOC-20260814-RA,Grid Security,0.853,classified,confirmed
EVT-2026-1466,2026-06-17 14:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,208.9,147.6,61.3,61.3,Over-frequency condition (50.07 Hz) detected across regional grid,High Frequency,True,DOC-20260617-TA,High Frequency,0.895,classified,confirmed
EVT-2026-1467,2026-08-02 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,410.9,355.2,55.7,55.7,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260802-MA,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1468,2026-07-12 23:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,227.2,193.9,33.3,33.3,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260712-TA,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1469,2026-07-30 15:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,231.6,205.2,26.4,26.4,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260730-GU,Transmission Constraint,0.897,classified,confirmed
EVT-2026-1470,2026-08-15 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,245.5,172.7,72.8,72.8,Substation maintenance work scheduled at Bhadla,Maintenance / Outage,True,DOC-20260815-TA,Maintenance / Outage,0.842,classified,confirmed
EVT-2026-1471,2026-08-05 14:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,470.3,399.3,71.0,71.0,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260805-TA,Grid Security,0.888,classified,confirmed
EVT-2026-1472,2026-08-20 07:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,208.2,148.2,60.0,60.0,Transmission line constraint at Muppandal 400kV corridor,Transmission Constraint,True,DOC-20260820-TA,Transmission Constraint,0.852,classified,confirmed
EVT-2026-1473,2026-07-05 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,399.8,339.3,60.5,60.5,Transmission congestion on Muppandal to Pavagada 765kV line,Transmission Constraint,True,DOC-20260705-TA,Transmission Constraint,0.818,classified,confirmed
EVT-2026-1474,2026-08-12 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,254.1,193.8,60.3,60.3,"High frequency in grid (50.11 Hz), backing down instructed by WRLDC",High Frequency,True,DOC-20260812-AN,High Frequency,0.842,classified,confirmed
EVT-2026-1475,2026-08-09 09:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,358.6,270.3,88.3,88.3,"High frequency in grid (50.09 Hz), backing down instructed by NRLDC",High Frequency,True,DOC-20260809-AN,High Frequency,0.869,classified,confirmed
EVT-2026-1476,2026-06-17 08:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,248.5,205.5,43.0,43.0,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260617-GU,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1477,2026-06-17 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,189.3,116.4,72.9,72.9,Transmission line constraint at Bhadla 400kV corridor,Transmission Constraint,True,DOC-20260617-AN,Transmission Constraint,0.84,classified,confirmed
EVT-2026-1478,2026-07-10 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,288.4,228.4,60.0,55.5,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260710-AN,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1479,2026-06-07 08:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,426.2,330.9,95.3,95.3,"High frequency in grid (50.13 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260607-MA,High Frequency,0.88,classified,confirmed
EVT-2026-1480,2026-07-25 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,565.1,460.9,104.2,117.9,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260725-RA,Commercial / Discom Request,0.881,classified,mismatch
EVT-2026-1481,2026-08-15 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,255.7,156.6,99.1,99.1,Grid security alert: voltage instability detected at Muppandal,Grid Security,True,DOC-20260815-KA,Grid Security,0.872,classified,confirmed
EVT-2026-1482,2026-07-03 12:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,360.7,306.3,54.4,54.4,"High frequency in grid (50.09 Hz), backing down instructed by WRLDC",High Frequency,True,DOC-20260703-AN,High Frequency,0.882,classified,confirmed
EVT-2026-1483,2026-07-11 12:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,190.1,132.4,57.7,57.7,Line loading exceeded thermal capacity limit at Bhuj,Transmission Constraint,True,DOC-20260711-AN,Transmission Constraint,0.882,classified,confirmed
EVT-2026-1484,2026-06-07 12:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,195.2,168.4,26.8,26.8,Emergency backing down to prevent grid failure at Khavda,Grid Security,True,DOC-20260607-AN,Grid Security,0.843,classified,confirmed
